"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Lesmana D.; Arifurrahman F.; Hameed A.; Appleby-Thomas G.J.; Santosa S.P.","Lesmana, Denny (57216583415); Arifurrahman, Faizal (57193826469); Hameed, Amer (7103233607); Appleby-Thomas, G.J. (55891561800); Santosa, Sigit P. (6701602153)","57216583415; 57193826469; 7103233607; 55891561800; 6701602153","On the importance of the bullet jacket during the penetration process: Reversed-ballistic experimental and numerical study","2020","Journal of Mechanical Science and Technology","34","5","","1871","1877","5","10.1007/s12206-020-0408-9","https://www.scopus.com/pages/publications/85083968680?origin=resultslist","The behaviour of exposed and copper-jacketed 12.7 mm En8 steel cores impacting against 5 and 9 mm Armox Advance plates was investigated to determine the significance of the jacket during the penetration. The target plates were accelerated into stationary projectiles (a reversed-ballistic configuration) and the impact was monitored using a multichannel flash X-ray system to gain insight into the interaction of the core target. Numerical simulations were also carried out to compare result with the experimental testing. Explicit numerical software LS-DYNA was used to model the behaviour of the target and the projectile during the impact collision. Fragments of the core and target plate were collected post-shot for analysis. A similar penetration behaviour was observed for both plates, although the post-shot core was shorter after impacting against the 9 mm plate, consistent with enhanced erosion behaviour. The copper jacket protected the core, resulting in greater surface defeat and dwell compared to the unjacketed core. Numerical studies agreed on the cases of projectile impacting the 5 mm and 9 mm target. However, the target fracture cannot be captured. This could be caused by the input of material data and strain rate parameter modelling in LS-DYNA was limited, while the impact phenomenon was high velocity impact that the material exhibits a highstrain rate effect. Overall, the ductile jacket appeared to serve two functions: (1) Absorbing reflected energy during impact, hence cushioning the impact and thereby preserving the core, and (2) constraining or confining the core. In this study, the steel core design and copper jacket has a more complex geometry compared to the simplified steel core designs often applied in several earlier ballistic studies. The captured flash X-rays revealed significantly less erosion in the jacketed cores, agreeing with the post-impact core length measurements. © 2020, The Korean Society of Mechanical Engineers and Springer-Verlag GmbH Germany, part of Springer Nature.","12.7 mm armour piercing; Armox Advance; Copper jacket; Gas guns; High strain rate; Reverse ballistic","Erosion; Projectiles; X rays; Complex geometries; Experimental and numerical studies; Experimental testing; High strain rates; High-velocity impact; Length measurement; Numerical software; Penetration process; Strain rate","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85083968680"
"Bayle B.; Bocher Ph.; Jonas J.J.; Montheillet F.","Bayle, B. (56254211100); Bocher, Ph. (8513414100); Jonas, J.J. (7202492922); Montheillet, F. (7005292990)","56254211100; 8513414100; 7202492922; 7005292990","Flow stress and recrystallisation during hot deformation of Cu-9%Sn alloys","1999","Materials Science and Technology","15","7","","803","811","19","10.1179/026708399101506445","https://www.scopus.com/pages/publications/0012823245?origin=resultslist","Compression tests were carried out on two compositions of Cu-Sn bronze: Cu-9.2Sn and Cu-9.1Sn-0.26Zn (wt-%). The experiments were performed at temperatures from ambient up to 750°C and at nominal (initial) strain rates in the range 10-3 to 10-1 s-1. The measured data were converted into true stress-true strain curves; these displayed yield drops as well as single peaks (or maxima) at higher temperatures and lower strain rates. The mean rate sensitivity applicable to the curves was 0.25. Optical metallography indicated that dynamic recrystallisation of the 'grain refinement' type was taking place at the higher temperatures and proceeded by necklace formation. Electron backscattered diffraction measurements were also carried out; these revealed that twinning plays an important role in these materials. The present results show that the progress of recrystallisation is considerably slower than in OFHC copper and that the recrystallised grain size is appreciably finer. These observations, taken together, all indicate that the high temperature flow behaviour of the tin bronzes is controlled by solute drag and is not of the conventional 'pure metal' type. © 1999 IoM Communications Ltd.","","","Article","Final","","Scopus","2-s2.0-0012823245"
"PieŁa K.","PieŁa, K. (6603603397)","6603603397","Modes of plastic flow of Zn-Cu single crystals compressed along the [112̄0] direction","2006","Archives of Metallurgy and Materials","51","3","","475","480","3","","https://www.scopus.com/pages/publications/34248679612?origin=resultslist","Zinc single crystals with copper addition up to 1.5at% and orientation close to [112̄0] were subjected to the compression test in the temperature range 293-673K and the initial strain rate 9 × 10-4s -1. It has been found that - like in the case of pure zinc crystals - the deformation temperature determines the activity of the every of the four deformation mechanisms: slip in the 1st order pyramidal systems {101̄1} < 1̄1̄23> (Py-1) and in the 2nd order pyramidal systems {112̄2} < 1̄1̄23 > (Py-2), slip in the Py-2 systems only, kink band (K.B.) formation and quasi-viscous plastic flow. It was also found that the addition of copper: i) strongly increases the flow stress; ii) activates the Py-1 systems; iii) drastically reduces the tendency toward macroscopically inhomogeneous deformation in K.B., and iv) favors quasi-viscous behavior of crystals at high temperatures. Instead, the alloying does not influence the mechanisms of kink band formation and quasi-viscous flow of tested crystals.","","","Article","Final","","Scopus","2-s2.0-34248679612"
"Zhou L.; Long Z.; Wei G.","Zhou, Linjiang (57767055200); Long, Zhilin (23485772600); Wei, Gang (57767789600)","57767055200; 23485772600; 57767789600","Correction of strain rate parameters of Johnson-Cook constitutive model for Ti-based metallic glass composites","2022","Proceedings of SPIE - The International Society for Optical Engineering","12255","","1225522","","","0","10.1117/12.2639041","https://www.scopus.com/pages/publications/85132981497?origin=resultslist","In order to correct the Johnson-Cook (J-C) model strain rate strengthening coefficient of Ti-based metallic glass composites (MGMC), three Ti-based metallic glass composites: Ti60Zr14V12Cu4Be10, Ti58Zr12Ni6Ta13Be11 and Ti48Zr18V12Cu5Be17, referred to as Ti60, Ti58 and Ti48, were selected in this paper. Under the condition of high strain rate, the temperature inside the sample often rises due to adiabatic strain in the split Hopkinson compression bar test. Taking this phenomenon as the research object, the first-order differential equation of temperature and strain is established and solved by the Runge-Kutta method. The multivariate fitting was performed by the square method to correct the strain rate intensification coefficient of the J-C model. The results show that the corrected J-C model can better describe the variation law of flow stress.  © 2022 SPIE.","J-C model; Runge-Kutta method; Strain rate strengthening coefficient; Ti-based metallic glass composite","Beryllium alloys; Composite materials; Copper alloys; Differential equations; Glass; Metallic glass; Metals; Runge Kutta methods; Titanium alloys; Zircaloy; Condition; Johnson-cook constitutive models; Johnson-Cook model; Metallic glass composites; Rate parameters; Strain rate strengthening coefficient; Strain-rates; Strengthening coefficient; Ti-based; Ti-based metallic glass composite; Strain rate","Conference paper","Final","","Scopus","2-s2.0-85132981497"
"Chokshi A.H.; Langdon T.G.","Chokshi, A.H. (7005061932); Langdon, T.G. (7103087478)","7005061932; 7103087478","The nucleation and growth of cavities in a superplastic quasi-single phase copper alloy","1990","Acta Metallurgica Et Materialia","38","5","","867","877","50","10.1016/0956-7151(90)90040-N","https://www.scopus.com/pages/publications/0025422414?origin=resultslist","Experiments were conducted on a superplastic quasi-single phase copper alloy, Coronze CDA 638, to provide information on the nucleation and growth of internal cavities during deformation. It is shown that, at a temperature of 823 K, the cavities are generally associated with the presence of large Co-rich particles on the grain boundaries, with nucleation occurring at the particle/grain boundary interfaces. The cavities tend to form in stringers and these stringers are always oriented along the rolling direction regardless of the direction of the tensile axis. Thus, the cavity stringers are clearly associated with the Co-rich particles which also lie in stringers parallel to the rolling direction. A detailed series of tests at an initial strain rate of 1.3 × 10-5s-1 shows that the cavities grow by a diffusion-controlled mechanism for cavity radii <15 μm and by the power-law mechanism for radii >20μm. It is demonstrated that this conclusion is consistent both with direct measurements of the cavity growth rates and with estimates of the increases in cavity size due to superplastic diffusion growth. The results therefore emphasize the importance of diffusion-controlled cavity growth at low strain rates. © 1990.","","Copper Metallography--Microstructure; Microscopic Examination--Scanning Electron Microscopy; Strain; Alloy 638; Alloy Coronze; Cavity Growth; Directionality; Grain Boundaries; Strain Rate; Copper Aluminum Silicon Cobalt Alloys","Article","Final","","Scopus","2-s2.0-0025422414"
"Chen F.X.; Li H.J.; Guo J.Q.; Yang Y.S.; Xu G.Z.","Chen, F.X. (16232363900); Li, H.J. (8228305300); Guo, J.Q. (55569219400); Yang, Y.S. (36728485400); Xu, G.Z. (7404263994)","16232363900; 8228305300; 55569219400; 36728485400; 7404263994","Study of the superplasticity of copper alloys used for solid cages","2007","Materials Science Forum","551-552","","","79","83","2","10.4028/0-87849-435-9.79","https://www.scopus.com/pages/publications/38449090970?origin=resultslist","The superplasticity of cast copper alloys used for solid cages is studied by tests of tension and compression in this paper. The results show that cast copper alloys exhibited superplasticity without any pretreatment. Cast aluminum bronze is of superplasticity at the temperatures between 750-800°C with the initial strain rate 1×10-2s-1, the elongation being over 260%. Under the condition of superplasticity compression with the strain rate (1.136-9.091)×10-4s-1 at temperatures between 600~650°C, the cast lead brass presents the superplasticity effect with the maximum flow stress under 2MPa.","Copper alloy; Solid cage; Superplasticity","Compression testing; Elongation; Strain rate; Superplasticity; Solid cages; Superplasticity compression; Copper alloys","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-38449090970"
"Cao X.; Xu G.; Duan Y.; Yin Z.; Lu L.; Wang Y.","Cao, Xiaowu (56144866500); Xu, Guofu (14326293600); Duan, Yulu (55817009200); Yin, Zhimin (7401499995); Lu, Liying (56431669000); Wang, Yingjun (56433008700)","56144866500; 14326293600; 55817009200; 7401499995; 56431669000; 56433008700","Achieving high superplasticity of a new Al-Mg-Sc-Zr alloy sheet prepared by a simple thermal-mechanical process","2015","Materials Science and Engineering: A","647","","","333","343","26","10.1016/j.msea.2015.08.052","https://www.scopus.com/pages/publications/84941949840?origin=resultslist","A new fine-grained Al-Mg-Sc-Zr alloy sheet with the grain size of 2.5μm was prepared by simple rolling and thermal treatment process. Superplastic investigations in the temperature range of 450-550°C and initial strain rate range of 1×10-3s-1-1×10-1s-1 show that a maximum elongation of 3250% is achieved at 525°C and 5×10-3s-1. The alloy also exhibits excellent superplastic ductility (>2390%) in the temperature interval 475-500°C at 5×10-2s-1. Analyses on the superplastic data reveal that the average values of the strain rate sensitivity and activation energy of the Al-Mg-Sc-Zr alloy are about 0.45 and 83KJ/mol, respectively. The microstructure results show that the studied alloy is characterized by a high fraction of low angle grain boundaries and strong Copper, Brass and Cube texture. During superplastic deformation, low angle grain boundaries gradually transfer into high angle grain boundaries and the grains gradually orientate randomly. The fine coherent Al3(Sc, Zr) particles play an important role in obtaining excellent superplasticity. Grain boundary sliding is the predominant deformation mechanism. © 2015 Elsevier B.V.","Al-Mg-Sc-Zr alloy; Grain boundary sliding; Microstructure; Superplasticity","Activation energy; Magnesium alloys; Microstructure; Rolling; Scandium alloys; Strain rate; Superplasticity; Zirconium alloys; Fine grained; Grain boundaries sliding; Grainsize; Initial strains; Low angle grain boundaries; Simple++; Strain-rates; Temperature range; Thermal treatment process; Thermal-mechanical process; Aluminum alloys","Article","Final","","Scopus","2-s2.0-84941949840"
"Xu X.-J.; Xu H.-D.; Zhang J.; Wang J.-M.; Liu Z.-M.; Cheng X.-N.; Cai L.","Xu, Xiao-Jing (56004299800); Xu, Hai-Dong (55493976500); Zhang, Jie (56052637100); Wang, Jian-Min (8598505700); Liu, Zhong-Mo (36063988500); Cheng, Xiao-Nong (7401754771); Cai, Lan (55697799600)","56004299800; 55493976500; 56052637100; 8598505700; 36063988500; 7401754771; 55697799600","Investigation on high strain rate superplasticity of Al-Cu-Mg-Ti ingot alloy","2004","Gongneng Cailiao/Journal of Functional Materials","35","SUPPL.","","2157","2159","0","","https://www.scopus.com/pages/publications/10444232117?origin=resultslist","An ingot aluminum alloy (Al-Cu-Mg-Ti) with high strength and high strain rate superplasticity has been successfully developed through a conventional manufacture route consisting of casting, heat treatment, hot extrusion with a low extrusion rate of only 10:1, hot-rolling and further cold-rolling, which is cost effective and suitable for large volume production industries. The tensile test result shows the alloy possesses a high strain rate superplasticity with the tensile elongation of 218%, the flow stress of 32.5 MPa and the strain rate sensitivity m-value of 0.282 in the initial strain rate of 3.16×10-1 s-1 and at the temperature of 793 K. Differential scanning calorimeter (DSC) analysis shows that the superplastic deformation has no relationship with liquid phase. Scanning electron microscopy (SEM) analysis of fracture surface and surface shows that the superplastic deformation results from fine grain boundary sliding and dislocation slip.","Aluminum alloy; High strain rate; Superplasticity","Differential scanning calorimetry; Grain boundaries; Ingots; Plastic deformation; Scanning electron microscopy; Strain rate; Superplasticity; AlCuMgTi ingot alloy; Dislocation slip; Grain boundary sliding; Aluminum copper alloys","Article","Final","","Scopus","2-s2.0-10444232117"
"Dunlop G.L.; Taplin D.M.R.","Dunlop, G.L. (7005335312); Taplin, D.M.R. (7007027108)","7005335312; 7007027108","The tensile properties of a superplastic aluminium bronze","1972","Journal of Materials Science","7","1","","84","92","38","10.1007/BF00549554","https://www.scopus.com/pages/publications/0015250250?origin=resultslist","The high temperature tensile properties of a micrograin Cu-9.5% Al-4% Fe alloy, which is superplastic at 800° C, have been determined. Elongations at fracture of greater than 700% are achieved when the nominal strain-rate is in the range 3.9×10-2 min-1 to 7.9×10-2 min-1. The nature of plastic instability in superplastic materials is considered and it is shown that the amount of strain at the onset of plastic instability is inversely related to the applied strain-rate and is relatively independent of the strain-rate sensitivity exponent, m. The onset of plastic instability during a tensile test results in an increase of local strain-rate at the point of minimum cross-section and this, together with the existence of a triaxial stress state in the necked region, may produce errors in the m versus strain-rate plot if m is determined by the change-rate method. The initial strain-rate for maximum elongation is lower than the strain-rate for maximum m. This may be ascribed either to the influence of plastic instability or the formation of cavities at the higher strain-rates. © 1972 Chapman and Hall Ltd.","","ALUMINUM AND ALLOYS; COPPER AND ALLOYS; METALS AND ALLOYS - Mechanical Properties; BRONZE","Article","Final","","Scopus","2-s2.0-0015250250"
"Takada J.; Nishino N.; Kikuchi S.","Takada, Jun (7101995402); Nishino, Naohisa (7102764215); Kikuchi, Shiomi (7403005128)","7101995402; 7102764215; 7403005128","Effect of grain boundaries on dynamic recrystallization behaviour of copper isoaxial bicrystals with 〈001〉 tilt boundaries","1986","Journal of Materials Science","21","10","","3420","3424","0","10.1007/BF02402981","https://www.scopus.com/pages/publications/85047693513?origin=resultslist","Dynamic recrystallization behaviour of copper isoaxial bicrystals with various 〈001〉 tilt boundaries was investigated at 1023 and 1073 K at an initial strain rate of 3.33×10−4sec−1, with special attention paid to the effect of grain boundaries on the recrystallization stress (strain) and the substructure developed during deformation. The grain boundaries in the bicrystals have almost no effect on the stress-strain curves. Flow stress was found to fall abruptly and significantly during deformation, being similar to the flow stress in the single crystals. The stress σR (ɛR), just before the stress fall indicates the stress (strain) at which dynamic recrystallization occurs. The growth of recrystallized grains is markedly fast in these bicrystals, suggesting that dynamic recrystallization is controlled by a nucleation process. The value of σR in bicrystals with a tilt boundary of 9°, θ9 bicrystals, is almost equal to that in single crystals, but is larger than σR in θ23, θ36 and θ43 bicrystals. These results indicate that the θ9 boundary has no effect on the dynamic recrystallization of bicrystals, whereas grain boundaries with tilt angles above 23° accelerate the dynamic recrystallization of these bicrystals. The θ-dependence of σR or ɛR is discussed in connection with the stress concentration near the grain boundary. © 1986, Chapman and Hall Ltd. All rights reserved.","","","Article","Final","","Scopus","2-s2.0-85047693513"
"Shin H.; Kim J.-B.","Shin, Hyunho (7404012170); Kim, Jong-Bong (56134016300)","7404012170; 56134016300","A phenomenological constitutive equation to describe various flow stress behaviors of materials in wide strain rate and temperature regimes","2010","Journal of Engineering Materials and Technology","132","2","","0210091","0210096","81","10.1115/1.4000225","https://www.scopus.com/pages/publications/77955334518?origin=resultslist","A simple phenomenological constitutive model has been proposed to describe dynamic deformation behavior of various metals in wide strain rate, strain, and temperature regimes. The formulation of the model is, σ = [A+B{1-exp(-Cε)}][D ln(ε̇/ε̇0) + exp(E·ε̇/ε̇0)][1 - (T - T ref)/(Tm - Tref)]m, where σ is the flow stress, ε is the strain, ε̇ is the strain rate, ε̇0 is the reference strain rate, T is the temperature, Tref is the reference temperature, Tm is the melting temperature, and A, B, C, D, E, and m are the material parameters. The proposed model successfully describes not only the linear rise of flow stress with logarithmic strain rate for many metals, but also the upturn of the flow stress at strain rate over about 104 s-1 for the case of copper. It can also describe the exponential increase in the flow stress with logarithmic strain rate for the case of tantalum, and is capable of predicting thermal softening of various metals at high as well as low temperature. The current model can be used for the practical simulation of many highstrain-rate events with improved precision and as a more rigorous comparison standard in the development of a physical model. Copyright © 2010 by ASME.","Constitutive relations; Plastic behavior","Plastic flow; Temperature; Comparison standard; Constitutive relations; Dynamic deformation behavior; Exponential increase; Flow stress behavior; Plastic behavior; Reference temperature; Temperature regimes; Strain rate","Article","Final","","Scopus","2-s2.0-77955334518"
"L'esperance G.; Loretto M.H.; Roberts W.T.; Price D.; Wilson D.V.","L'esperance, G. (35586360500); Loretto, M.H. (24745138300); Roberts, W.T. (7403316214); Price, D. (57199436766); Wilson, D.V. (7410087399)","35586360500; 24745138300; 7403316214; 57199436766; 7410087399","TENSILE PROPERTIES OF A 2014 ALUMINUM ALLOY IN THE TEMPERATURE RANGE 250 degree TO 500 degree C.","1984","Metallurgical transactions. A, Physical metallurgy and materials science","15 A","5","","913","922","13","10.1007/BF02644565","https://www.scopus.com/pages/publications/0021425334?origin=resultslist","The effect of deformation temperature on tensile ductility was measured in constant extension-rate tensile tests, generally with an initial strain rate of 2. 6 multiplied by 10** minus **3 s** minus **1. Elongation at fracture increased with increasing temperature in the range 250 degree to 450 degree C, reaching a maximum value of 180 pct. In stretching above 450 degree C ductility was reduced by void growth. Below 350 degree C the limiting elongations of solution-treated sheets were inferior to annealed samples. Relatively poor performance in the solution-treated condition is associated with rapid hardening during the first few percent extension followed by overaging at higher strains. When solution-treated sheets were stretched above 400 degree C, recovered structures and precipitation developed at an early stage of straining and the stretching limits were not much inferior to those of annealed sheets at temperatures above 400 degree C. The results are discussed in terms of necking resistance by rate-dependent and strain-dependent components of flow strength.","","ALUMINUM METALLOGRAPHY - Microstructures; ALUMINUM SHEET - Stretching; NECKING; Aluminum copper alloys","Article","Final","","Scopus","2-s2.0-0021425334"
"Takada J.; Nishino N.; Kikuchi S.","Takada, Jun (7101995402); Nishino, Naohisa (7102764215); Kikuchi, Shiomi (7403005128)","7101995402; 7102764215; 7403005128","Effect of grain boundaries on dynamic recrystallization behaviour of copper isoaxial bicrystals with 〈001〉 tilt boundaries","1986","Journal of Materials Science","21","10","","3420","3424","6","10.1007/BF00553779","https://www.scopus.com/pages/publications/0022796857?origin=resultslist","Dynamic recrystallization behaviour of copper isoaxial bicrystals with various 〈001〉 tilt boundaries was investigated at 1023 and 1073 K at an initial strain rate of 3.33×10-4sec-1, with special attention paid to the effect of grain boundaries on the recrystallization stress (strain) and the substructure developed during deformation. The grain boundaries in the bicrystals have almost no effect on the stress-strain curves. Flow stress was found to fall abruptly and significantly during deformation, being similar to the flow stress in the single crystals. The stress σR (e{open}R), just before the stress fall indicates the stress (strain) at which dynamic recrystallization occurs. The growth of recrystallized grains is markedly fast in these bicrystals, suggesting that dynamic recrystallization is controlled by a nucleation process. The value of σR in bicrystals with a tilt boundary of 9°, θ9 bicrystals, is almost equal to that in single crystals, but is larger than σR in θ23, θ36 and θ43 bicrystals. These results indicate that the θ9 boundary has no effect on the dynamic recrystallization of bicrystals, whereas grain boundaries with tilt angles above 23° accelerate the dynamic recrystallization of these bicrystals. The θ-dependence of σR or e{open}R is discussed in connection with the stress concentration near the grain boundary. © 1986 Chapman and Hall Ltd.","","COPPER AND ALLOYS - Deformation; CRYSTALS - Orientation; METALLOGRAPHY - Grain Growth; DYNAMIC RECRYSTALLIZATION; GRAIN BOUNDARIES; ISOAXIAL BICRYSTALS; NUCLEATION; TILT BOUNDARIES; COPPER METALLOGRAPHY","Article","Final","","Scopus","2-s2.0-0022796857"
"Klepaczko J.","Klepaczko, J (7006947010)","7006947010","Thermally activated flow and strain rate history effects for some polycrystalline f.c.c. metals","1975","Materials Science and Engineering","18","1","","121","135","120","10.1016/0025-5416(75)90078-6","https://www.scopus.com/pages/publications/0001405620?origin=resultslist","All thermal activation strain rate analysis is based on the experimental results obtained from the torsional split-Hopkinson bar for polycrystalline aluminum and copper. This technique of experiment provides more reliable results for constant strain rate tests as well as for the incremental laoding in the high strain rate region. During incremental tests the nominal strain rate in shear of 9 × 102 s-1 was superimposed within a very short rise time (∼ 10μs) with no unloading on a slow initial strain rate of 5 × 10-5 s-1 for aliminum and 2.2 × 10-3 s-1 for copper. Results of incremental experiments are shown within a range of shear prestrainings of up to 0.15 for aluminum and 0.25 for copper. It is demonstrated in the paper that the strain rate history effects play a very important role in the plastic behavior of polycrystaline f.c.c. metals. These effects are attributed to some differences in the effective dislocation multiplication rates at different strain rates. A mathematical description of the effects discussed is possible by a coupling of two relationships. One of these is the relation resulting from the thermally activated process which is dominating at a certain level of strain, while the second is of an evolutionary type. An evolutionary relationship describes the changes in structure during the course of plastic deformation. A few examples of an evolutionary relationship along with a thermally activated intersection model are discussed. Combination of these two models leads to a more general constitutive equation. The represented approach to relate macroscopic plastic behavior to the microscopic structure through a proper constitutive relation may be helpful in the solution of some engineering problems involving rapid changes of strain rate. © 1975.","","","Article","Final","","Scopus","2-s2.0-0001405620"
"Shen Z.; Zou G.; Dong Y.; Zhang Y.; Ye L.","Shen, Zhixin (58021100400); Zou, Guotong (57218516371); Dong, Yu (57197816559); Zhang, Yujia (58138757000); Ye, Lingying (55761883200)","58021100400; 57218516371; 57197816559; 58138757000; 55761883200","In-situ surface study on the mechanism of high-strain-rate superplasticity in an Al–Cu–Li alloy","2024","Journal of Materials Research and Technology","28","","","2815","2818","9","10.1016/j.jmrt.2023.12.204","https://www.scopus.com/pages/publications/85181084704?origin=resultslist","An elongation of 880 % was obtained at a high initial strain rate of 1 × 10−2 s−1 at 470 °C in an Al–Cu–Li alloy produced by traditional thermomechanical-processing. The high-strain-rate superplastic deformation mechanisms during the whole deformation process were studied by SEM, EBSD, and FIB techniques. High-resolution surface studies employing focused ion beams reveal that grain boundary sliding accounts for up to 70 % of the overall strain. Furthermore, this phenomenon consistently maintains a high level, with a minimum value of 56 %, throughout the entire deformation process. Meanwhile, diffusion creep plays an accommodating role and stimulates the formation of striated bands. © 2023","Grain boundaries; Metals and alloys; Microstructure; Superplastic deformation","Creep; Grain boundary sliding; Ion beams; Lithium alloys; Superplasticity; Al-Cu-Li alloy; Grain-boundaries; High-strain-rate; High-strain-rate superplasticity; Initial strains; Metals and alloys; Strain-rates; Superplastic deformation mechanisms; Surface study; Thermomechanical processing; Strain rate","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85181084704"
"Kawasaki M.; Lee H.-J.; Langdon T.G.","Kawasaki, Megumi (9939007200); Lee, Han-Joo (56119138500); Langdon, Terence G. (7103087478)","9939007200; 56119138500; 7103087478","Microstructural homogeneity and superplastic behavior in an aluminum–copper eutectic alloy processed by high-pressure torsion","2015","Journal of Materials Science","50","20","","6700","6712","5","10.1007/s10853-015-9224-5","https://www.scopus.com/pages/publications/84938983298?origin=resultslist","An Al–33 % Cu eutectic alloy was processed by high-pressure torsion (HPT) at room temperature under a compressive pressure of 6.0 GPa for different revolutions up to 10 turns. The Vickers microhardness and microstructure were investigated on vertical cross sections of the disks to evaluate the evolution toward homogeneity with increasing numbers of HPT turns. The hardness behavior follows the strain hardening model of materials after HPT processing and the microstructural development confirms that there is essentially a compatibility between hardness and microstructure in the Al–Cu alloy when processing by HPT. The tensile properties were examined at a high temperature of 723 K after 5 and 10 turns of HPT using a series of strain rates from 3.3 × 10−5 to 1.0 × 10−1 s−1. Excellent superplastic ductilities were achieved when testing at strain rates below 1.0 × 10−3 s−1 with a highest elongation of ~1220 % after 10 turns at an initial strain rate of 1.0 × 10−4 s−1. Close inspection showed that the optimal superplastic strain rates are displaced to a faster strain rate with increasing revolutions from 5 to 10 turns. A deformation mechanism map was constructed for a testing temperature of 723 K using a combination of theoretical relationships and earlier experimental data reported for a conventional coarse-grained Al–33 % Cu alloy. Inspection shows that this map is in excellent agreement with the experimental data for the ultrafine-grained Al–33 % Cu alloy after processing by HPT. © 2015, Springer Science+Business Media New York.","","Aluminum; Copper alloys; Eutectics; Hardness; Microstructure; Strain hardening; Torsional stress; Compressive pressure; Deformation mechanism map; High pressure torsions; Microstructural development; Microstructural homogeneity; Strain hardening model; Superplastic behavior; Vickers microhardness; Strain rate","Article","Final","","Scopus","2-s2.0-84938983298"
"Abdellatief A.Y.; Kratochvil P.","Abdellatief, A.Y. (6506012495); Kratochvil, P. (7006094067)","6506012495; 7006094067","Dynamic softening of spinodal alloy Cu9Ni6Sn during hot deformation","1991","Materials Science and Engineering A","137","C","","185","188","1","10.1016/0921-5093(91)90334-J","https://www.scopus.com/pages/publications/0026157835?origin=resultslist","The response of polycrystalline Cu9Ni6Sn (i.e. 9 at.% Ni, 3.1 at.%Sn) to hot deformation was investigated in the temperature range 570-850°C at initial strain rates ε{lunate}0 between 1.7×10-2 and 3.3×10-5 s-1. The activation energy of deformation and the stress exponent were determined. Flow behaviour reveals softening by dynamic recovery in the temperature range 570-650°C and by dynamic recrystallization between 700 and 850°C. The first range is characterized by higher values of the activation energy of the deformation process and of the stress exponent than in the second range. The fracture ductility was found to increase with increasing temperature of deformation. The effect of tin content on the dynamic softening in Cu9NixSn was studied in the alloys containing x=0, 0.5, 1.2 and 3.1 at.% Sn. © 1991.","","Metals Testing--Tensile Tests; Plasticity--Composition Effects; Strain--High Temperature Effects; Copper-Based Spinodal Alloys; Deformation Activation Energy; Dynamic Softening; Hot Plastic Deformation; Polycrystalline Copper-Based Alloys; Copper Nickel Tin Alloys","Article","Final","","Scopus","2-s2.0-0026157835"
"Routbort J.L.; Miller D.J.; Zamirowski E.J.; Goretta K.C.","Routbort, J.L. (7005685867); Miller, D.J. (36077887100); Zamirowski, E.J. (6506924973); Goretta, K.C. (57000647100)","7005685867; 36077887100; 6506924973; 57000647100","Plasticity of TlBa2Ca2Cu3Ox","1993","Superconductor Science and Technology","6","5","005","337","342","11","10.1088/0953-2048/6/5/005","https://www.scopus.com/pages/publications/0027601858?origin=resultslist","Constant-strain-rate compression tests have been performed on polycrystalline TlBa2Ca2Cu3Ox superconductors (73-86% of theoretical density) for the first time. The tests were performed in air at temperatures of 750-850 degrees C. Apparent steady-state stresses between 1 and 300 MPa were achieved for initial strain rates of 2*10-6 to 4*10-5 s-1. Deformation was probably controlled by viscous flow at the highest temperatures, but was dominated by dislocations at lower temperatures.","","Compression testing; Copper oxides; Crystalline materials; Deformation; Dislocations (crystals); Plasticity; Strain; Stresses; Thallium compounds; Thermal effects; Viscous flow; Activation energy; Thallium barium calcium copper oxides; High temperature superconductors","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0027601858"
