"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Mughrabi H.","Mughrabi, Hael (7005610832)","7005610832","Implications of linear relationships between local and macroscopic flow stresses in the composite model","2006","Zeitschrift fuer Metallkunde/Materials Research and Advanced Techniques","97","5","","594","596","0","10.3139/146.101276","https://www.scopus.com/pages/publications/85033407371?origin=resultslist","Earlier results obtained by X-ray diffraction studies on tensile-deformed [001]-orientated copper single crystals have recently been re-assessed with respect to the evolution of the long-range internal stresses and the local flow stresses of the dislocation cell walls and the cell interiors. It was noted that the magnitudes of the long-range internal stresses and of the local flow stresses increase in good approximation linearly with the applied macroscopic flow stress. In the present work, the results of a similar analysis of earlier published X-ray data, which were obtained on tensile-deformed [001]-orientated Cu-Mn single crystals, are reported. When the friction stress of the alloy is taken into account, similar linear relationships to the case of deformed [001]-orientated copper single crystals were obtained. The implications of these results are analyzed in the framework of the composite model of crystal plasticity. It is shown that linear relationships of the type considered imply, in terms of the composite model, that the ratio between the local dislocation densities in the dislocation cell walls and the cell interiors must remain constant during deformation. This result is discussed with respect to the experimentally obtained data on local dislocation densities.","Composite model; Local flow stresses; Longrange internal stresses; Plastic deformation","Binary alloys; Cells; Copper; Copper alloys; Cytology; Dislocations (crystals); Manganese; Manganese alloys; Plastic deformation; Plastic flow; X ray diffraction; Composite modeling; Copper single crystals; Crystal plasticity; Dislocation cell wall; Dislocation densities; Linear relationships; Macroscopic flow stress; X-ray diffraction studies; Single crystals","Article","Final","","Scopus","2-s2.0-85033407371"
"Morrison D.J.; Chopra V.","Morrison, D.J (7402118762); Chopra, V (7007153145)","7402118762; 7007153145","Cyclic stress-strain response of polycrystalline nickel","1994","Materials Science and Engineering A","177","1-2","","29","42","39","10.1016/0921-5093(94)90475-8","https://www.scopus.com/pages/publications/0028420145?origin=resultslist","Constant plastic strain amplitude fatigue experiments were conducted at room temperature on polycrystalline nickel (290 μm grain size) at plastic strain amplitudes from 2.5 × 10-5 to 2.5 × 10-3. Cyclic deformation behavior was characterized by analyzing the cyclic hardening response, evaluating the evolution of the shape of the hysteresis loop, and optical and transmission electron microscopy observations. The results indicate that the cyclic stress-strain (CSS) curve has a pronounced bulge or region of reduced slope extending from a plastic strain amplitude of approximately 2 × 10-4 to 8 × 10-4. This region of reduced slope is caused by the localization of plastic strain in persistent slip bands (PSBs). It is also shown that plastic strain amplitude has little influence on the friction stress of cyclically saturated nickel; however, the back stress increases with increasing plastic strain amplitude. A comparison of the cyclic deformation characteristics of polycrystalline nickel with those of copper indicates that these materials exhibit similar fundamental cyclic behavior on both a macroscopic and microscopic level. © 1994.","","Crystalline materials; Deformation; Fatigue of materials; Fatigue testing; Friction; Grain size and shape; Hardening; Hysteresis; Plasticity; Strain; Stress analysis; Transmission electron microscopy; Cyclic stress strain response; Persistent slip bands; Plastic strain amplitude; Polycrystalline nickel; Nickel","Article","Final","","Scopus","2-s2.0-0028420145"
"Gong B.; Wang Z.; Wang Z.","Gong, Bo (57200890258); Wang, Zhirui (57202267926); Wang, Zhongguang (7410036038)","57200890258; 57202267926; 7410036038","Cyclic hardening mechanisms in [001] copper single crystals","1998","Materials Science and Engineering: A","245","1","","55","63","8","10.1016/S0921-5093(97)00693-X","https://www.scopus.com/pages/publications/0032049306?origin=resultslist","Friction stress and back stress of [001] Cu single crystals during cyclic deformation were derived from cyclic stress-strain hysteresis loops by using the Cottrell method and the results are compared with those for single slip crystals. The cyclic hardening features of the [001] crystals are described in terms of the friction stress and back stress. Specific, detailed study was carried out on the sample cycled with a plastic strain amplitude of 1.8 × 10-3. It has been shown that both the 'true' friction stress, i.e. the cyclic yield stress, and the back stress in the [001] crystals increase much more rapidly than those in single slip crystals in the hardening stage. In the saturation stage, however, only the friction stress in the [001] crystal is higher than its correspondent in the single slip crystals, while the back stresses in these two types of crystals are close to each other. The higher friction stress in the [001] crystal is related to the higher density of jogs produced by the dislocation reactions between the primary and critical slip systems, and the existence of secondary dislocations in channels. The higher back stress in the hardening stage is attributed to the higher dislocation density in loop patches introduced by dislocation reactions in the first dozen of cycles. By modifying the Kulhlmann-Wilsdorf and Laird model, it is possible now to express quantitatively both the back stress and the shear stress in a cyclically deformed crystal with a particular orientation as functions of the applied strain amplitude as well as an orientation-dependent factor: the hardening coefficient for the first stage of unidirectional deformation. The predictions from these expressions for multiple slip crystals are in very good agreement with experimental data. © 1998 Elsevier Science S.A. All rights reserved.","Back stress; Friction stress; KW-L model; Multiple slip crystals","Crystal orientation; Dislocations (crystals); Friction; Hardening; Mathematical models; Metal forming; Shear stress; Single crystals; Strain hardening; Stress analysis; Back stresses; Cyclic hardening; Kulhlmann Wilsdorf Laird model; Copper","Article","Final","","Scopus","2-s2.0-0032049306"
"Legros M.; Jacques A.; George A.","Legros, Marc (7005472581); Jacques, Alain (55837537600); George, Amand (35556157500)","7005472581; 55837537600; 35556157500","Cyclic deformation of silicon single crystals: Mechanical behaviour and dislocation arrangements","2004","Materials Science and Engineering: A","387-389","1-2 SPEC. ISS.","","495","500","14","10.1016/j.msea.2004.01.122","https://www.scopus.com/pages/publications/10644272411?origin=resultslist","Fatigue testing of single crystalline Si was performed in a temperature and strain rate domain where lattice friction is still effective: 1073-1173 K and 3×10-4 s-1. Tension-compression loading was applied to samples oriented for single slip under plastic strain amplitude control. For plastic strain amplitudes ranging from 6×10-4 to 10-2, cyclic stress-strain curves exhibit two different stages of hardening and pass through a maximum before saturation is reached. At variance from what is observed in fcc metals, the maximum and saturation stresses decrease when the strain amplitude per cycle is increased. Surface observations suggest that strain localisation takes place near the maximum cyclic stress and beyond. TEM observations revealed several kinds of typical dislocation arrangements, which are rather different from those observed in copper. Before the maximum stress, thick rectilinear walls made of edge dislocation dipoles are the main feature. When observed perpendicularly, those walls form more or less corrugated arrangements. After the maximum stress has been reached, plastic strain seems to concentrate in much thinner walls, while in inactive areas, the dislocation structure anneals, converting the dipolar walls in rows of prismatic loops. Active areas are much broader than the persistent slip bands with the well-known ladder structure that are observed in copper. © 2004 Elsevier B.V. All rights reserved.","Dislocations; Fatigue; Mechanical properties; Silicon","Deformation; Copper; Deformation; Dislocations (crystals); Plasticity; Silicon; Strain; Transmission electron microscopy; Dislocation dipoles; Silicon single crystals; Strain amplitude; Tension-compressed loading; Single crystals","Article","Final","","Scopus","2-s2.0-10644272411"
"Liu Y.; Li G.","Liu, Yang (54948377500); Li, Guohui (56415214700)","54948377500; 56415214700","Investigations of gas–particle two-phase flow in swirling combustor by the particle stokes numbers","2021","Processes","9","6","951","","","8","10.3390/pr9060951","https://www.scopus.com/pages/publications/85107788408?origin=resultslist","Gas turbulence modulations and particle dispersions of swirling gas–particle two-phase flow in the combustor is investigated under the large spans of the particle Stokes numbers. To fully consider the preferential concentrations and anisotropic dispersions of a particle, a kinetic frictional stress model coupled with a second-order moment two-phase turbulent model and granular temperature equation is improved. The proposed modeling and simulations are in good agreement with the experimental validations. Results show turbulent modulations and particle dispersions exhibit strongly anisotropic characteristics, keeping a close relationship with flow structure. The axial gas velocity and RMS fluctuation velocity of 45.0-μm EGP was approximately 5.0 times and 3.0 times greater than 1000.0 μm Copper particles, and their axial particle velocity was 0.25 times and twice greater than those of 45.0 μm EGP. The degree of modulation in the axial–radial direction is larger than those of radial–tangential and axial–tangential direction. Particle dispersions are sensitive to particle diameter parameters and intensified by higher Stokes number. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Gas turbulence modulations; Kinetic friction stress model; Modeling and simulation; Particle dispersions; Swirling gas–particle turbulent flow","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85107788408"
"Jiang J.; Cai Z.; Zhu M.; Niu Z.","Jiang, Jiyin (58143285800); Cai, Zhaozhen (35071020800); Zhu, Miaoyong (59669521600); Niu, Zhenyu (57206904355)","58143285800; 35071020800; 59669521600; 57206904355","Thermo-mechanical Behavior of Slab Mold Copper Plates During High-Speed Continuous Casting and Its Coating Layer Structure Optimization","2026","Metallurgical and Materials Transactions B: Process Metallurgy and Materials Processing Science","57","1","","315","334","4","10.1007/s11663-025-03851-x","https://www.scopus.com/pages/publications/105020933392?origin=resultslist","Thermo-mechanical failures of mold copper plates during high-speed continuous casting present a critical challenge to production efficiency and slab quality. This study integrates industrial failure analysis with a fully coupled 3D thermo-mechanical model incorporating dynamic slag film and air gap distributions, strand shrinkage, and fluid–structure interaction to investigate crack initiation and wear mechanisms. Validated against plant measurements, the model exhibits temperature deviations within 2 °C. Results show that the narrow face copper plate in Mold I endures considerably higher thermo-mechanical loads than the wide face, with peak temperatures reaching 371.7 °C and 322.0 °C, von Mises stresses of 382.4 and 355.7 MPa, and total deformations of 0.38 and 0.27 mm, respectively—all occurring 20 mm below the meniscus (located approximately 100 mm below the mold top). Analysis indicates that cracks within the region 100 to 140 mm below the mold top on the narrow face are caused by thermal stresses exceeding the material yield limit, while abrasive wear along the vertical edges corresponds to peak friction stresses reaching 22.11 kPa. A comparison of three narrow face copper plates coating layer structures (Molds I–III) reveals that the functionally graded coating design (Mold III) demonstrates optimal performance. It reduces the peak temperature by 47.2 °C (to 324.5 °C), decreases the von Mises stress by 38.2 MPa (to 344.2 MPa), and diminishes the total deformation by 0.05 mm (to 0.33 mm), while substantially enhancing wear resistance in critical regions. This work provides both a validated modeling framework and an effective coating optimization strategy for extending mold service life under high-speed casting conditions. © The Minerals, Metals & Materials Society and ASM International 2025.","","Air; Coatings; Continuous casting; Copper; Cracks; Failure (mechanical); Plates (structural components); Structural design; Structural optimization; Tribology; Wear of materials; Wear resistance; Coating layer; Continous casting; Critical challenges; High Speed; Layer structure optimization; Peak temperatures; Slab molds; Thermo mechanical failures; Thermo-mechanical behaviors; VonMises stress; Molds","Article","Final","","Scopus","2-s2.0-105020933392"
"Zhang Z.; Yang B.; Chen L.; Zhang Z.; Guo J.","Zhang, Zhidong (57907382800); Yang, Bin (57204625462); Chen, Longyu (58891500500); Zhang, Zaoli (15040837700); Guo, Jinming (55674231500)","57907382800; 57204625462; 58891500500; 15040837700; 55674231500","Oxygen vacancy-induced strengthening and toughening in (K,Na)NbO3-based piezoceramics revealed via nanoindentation","2025","Nature Communications ","16","1","7015","","","33","10.1038/s41467-025-62424-3","https://www.scopus.com/pages/publications/105012192354?origin=resultslist","Dislocations are emerging as a pivotal factor for tailoring ceramics’ functional and mechanical properties. The introduction of point defects, notably oxygen vacancies, is unavoidable during the conventional sintering process in polycrystalline ceramics. Understanding the interplay between dislocations and oxygen vacancies is necessary for its profound implications. This work implements an innovative approach to regulate the dislocation-based incipient plasticity and creep behavior in (K0.5Na0.5)NbO3-based ceramics through oxygen vacancy engineering via CuO “hard” doping. Nanoindentation pop-in tests reveal that increasing oxygen vacancy concentrations significantly promotes the nucleation and activation of dislocations. Theoretical calculations based on density functional theory further corroborate that oxygen vacancies contribute to a decrease in Peierls stress and total misfit energy, facilitating dislocation nucleation and activation. Nanoindentation hardness and creep behavior demonstrate that oxygen vacancy impedes dislocation mobility due to solute strengthening and pinning effects. The effect of oxygen vacancies is elucidated through diverse mechanisms related to the interaction between dislocations and oxygen vacancies at different stages. This oxygen vacancy-induced strengthening and toughening strategy displays a significant potential to improve the mechanical properties of piezoelectric ceramics, while still maintaining high electrical performance. © The Author(s) 2025.","","copper oxide; oxygen; copper oxide; ceramics; dislocation; hardness; mechanical property; nucleation; oxygen; solute; Article; comparative study; conceptual framework; controlled study; crystal structure; degree of freedom; density functional theory; diffusivity; electric potential; electron spin resonance; hardness; indentation hardness; morphology; periodicity; physical phenomena; plasticity; qualitative analysis; rat strain; room temperature; shear stress; solute; steady state; surface area; transmission electron microscopy; X ray photoemission spectroscopy; Young modulus; article; ceramics; major clinical study; pharmaceutics","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105012192354"
"Han J.; Nam S.; Choi Y.T.; Jang T.J.; Jung C.; Sohn S.S.; Kim H.S.; Choi H.","Han, Juyeon (58237341100); Nam, Seungjin (56351692300); Choi, Yeon Taek (57222740620); Jang, Tae Jin (57226577215); Jung, Chahee (58382969300); Sohn, Seok Su (57205249855); Kim, Hyoung Seop (55921490700); Choi, Hyunjoo (56812601000)","58237341100; 56351692300; 57222740620; 57226577215; 58382969300; 57205249855; 55921490700; 56812601000","Grain boundary strengthening in nanocrystalline Mo0.2CoNi medium-entropy alloys produced via high-pressure torsion","2024","International Journal of Refractory Metals and Hard Materials","119","","106535","","","6","10.1016/j.ijrmhm.2023.106535","https://www.scopus.com/pages/publications/85181771405?origin=resultslist","In this study, we produced nanocrystalline (NC) MoCoNi-based medium-entropy alloys (MEAs) with a single face-centered cubic (FCC) phase, which exhibit exceptional hardness through combining compositional and microstructural features of alloys. The alloys were prepared via powder metallurgy and high-pressure torsion, and the processing condition was optimized to achieve full densification and prevent grain growth in order to maximize the effect of grain boundary strengthening. Consequently, NC Mo0.2CoNi MEAs revealed the refined microstructures with a grain size of approximately 50 nm and outstanding hardness of 857 HV (corresponding to approximately 2.86 GPa in yield strength). This remarkable property, even compared to the single FCC phase alloys with similar grain size, is attributed to the existence of alloying elemental atoms of Mo with large atomic radius, which leads to severe lattice distortion allows to improve friction stress as well as the Hall-Petch coefficient. This study aims to discuss the potential of developing hard metallic materials by using grain boundary strengthening from alloys with large atomic size difference. © 2023 Elsevier Ltd","Grain boundary strengthening; Hall-Petch coefficient; Medium-entropy alloys; Nanocrystalline; Severe lattice distortion","Atoms; Cobalt alloys; Copper alloys; Entropy; Grain boundaries; Grain growth; Grain refinement; Grain size and shape; Hardness; High pressure effects; Nanocrystalline alloys; Powder metallurgy; Torsional stress; Face-centered cubic phasis; Grain boundary strengthening; Grainsize; Hall-Petch coefficient; High pressure torsions; Lattice distortions; Medium entropy; Medium-entropy alloy; Nanocrystallines; Severe lattice distortion; Nanocrystals","Article","Final","","Scopus","2-s2.0-85181771405"
"Zhong J.; Shuai H.; Ren L.","Zhong, Ji (35728879300); Shuai, Hou (35269929800); Ren, Liu (36451130800)","35728879300; 35269929800; 36451130800","Atomistic numerical simulation on nanoupsetting process of copper brick","2010","AIP Conference Proceedings","1252","","","624","629","0","10.1063/1.3457612","https://www.scopus.com/pages/publications/77956126253?origin=resultslist","Nanofabrication techniques such as nanoforging have been used to fabricate nanosize components in recent years. As a basic form of nanoforging process, nanoupsetting was studied in this paper via atomistic simulation. First a simplified computation model for upsetting process of single crystalline copper was created, and then the deformation mechanism was investigated at the atomic scale. The results show that the plastic deformation was initiated by the high-level strain at the corners of the brick; partial dislocations nucleated at the corners and propagated along the [101] and [011] directions in the (111) plane; after unloading, the defects did not disappear or move out to the surface due to lattice friction; the computed load during nanoupsetting agrees well with the theoretical value. At last, the FEM simulation results for this single crystal were also shown, but no load drop was found in its load-displacement curve, which indicates that atomistic simulation is more elaborate than crystal plasticity FEM for nanoscale forming problems. © 2010 American Institute of Physics.","Atomistic simulation; Copper; Nanofabrication; Nanoupsetting","","Conference paper","Final","","Scopus","2-s2.0-77956126253"
"Zhang P.; Bian J.-J.; Yang C.; Zhang J.-Y.; Liu G.; Weiss J.; Sun J.","Zhang, Peng (55547108881); Bian, Jian-Jun (37090395300); Yang, Chong (57210292012); Zhang, Jin-Yu (35321634400); Liu, Gang (57205480059); Weiss, Jérôme (7402740637); Sun, Jun (56195679900)","55547108881; 37090395300; 57210292012; 35321634400; 57205480059; 7402740637; 56195679900","Plate-like precipitate effects on plasticity of Al-Cu micro-pillar: {100}-interfacial slip","2019","Materialia","7","","100416","","","17","10.1016/j.mtla.2019.100416","https://www.scopus.com/pages/publications/85070188204?origin=resultslist","In this paper, we study the effects of θ′-Al2Cu plate-like precipitates on the plasticity of Al-Cu micro-pillars, with a sample size allowing the precipitates to cross the entire micro-pillar. {100}-slip traces are identified for the first time in Al and Al alloys at room temperature. We investigate the underlying mechanisms of this unusual {100}-slip, and show that it operates along the coherent θ′-Al2Cu precipitate/α-Al matrix interface. A combination of molecular dynamics simulations and stress analysis indicates that screw dislocations can cross-slip from the {111} plane onto the {100} θ′-Al2Cu/α-Al interface, then move on it through a kink-pair mechanism, providing a reasonable explanation to the observed {100}-slips. The roles of the θ′-Al2Cu precipitate/α-Al matrix interface on the properties of interfacial dislocations are studied within the Peierls–Nabarro framework, showing that the interface can stabilize the {100} screw dislocations from the spreading of the core, and increases the Peierls stress. These results improve our understanding of the mechanical behavior of Al-Cu micro-pillars at room temperature, and imply an enhanced role of interfacial slip in Al-Cu based alloys at elevated temperature in consideration of the underlying kink-pair mechanism. © 2019 Elsevier Ltd","Al-Cu alloys; Dislocation core; Interfacial slip","Binary alloys; Copper alloys; Molecular dynamics; Plasticity; Screw dislocations; Screws; Stress analysis; Al-Cu alloys; Dislocation core; Elevated temperature; Interfacial dislocations; Interfacial slip; Kink-pair mechanisms; Mechanical behavior; Molecular dynamics simulations; Aluminum alloys","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85070188204"
"Tang L.; Jiang F.; Liu H.; Kabra S.; Cai B.","Tang, Lei (56867973400); Jiang, Fuqing (57204040180); Liu, Huibin (57190372802); Kabra, Saurabh (25225533900); Cai, Biao (35090012600)","56867973400; 57204040180; 57190372802; 25225533900; 35090012600","In situ neutron diffraction reveals the effect of Cu micro-alloying on low-temperature tensile properties of TWIP steels","2022","Materials Science and Engineering: A","845","","143211","","","18","10.1016/j.msea.2022.143211","https://www.scopus.com/pages/publications/85130313437?origin=resultslist","High manganese steels are emerging as promising structural materials for cryogenic applications due to their low production cost and great potential in achieving excellent strength-ductility combinations. Micro-alloying serves as a desirable method in tailoring stacking fault energy (SFE) of the steels and thus tailoring the mechanical performance. In this study, we investigated the dedicate role of Cu addition played on the mechanical and microstructural responses of high manganese steels at the low-temperature range (293, 173, and 77 K) via in situ neutron diffraction and microscope characterizations. The addition of 1 wt%Cu to the steel not only effectively improved the yield strength (YS) and elongation but also increased the SFE thus postponing the martensite formation. For both high Mn steels, as deformation temperature decreased, the tensile strength was increased linearly, the formation of stacking faults and dislocation was promoted, and the SFE almost linearly decreased with a slope of about 0.06 mJm−2·K−1. The contributions to YS and flow stress from lattice friction, grain boundary, dislocation, deformation twins, and phase transformation were determined based on neutron diffraction results and previously validated models. The work revealed the critical roles of Cu micro-alloying in tailoring the SFE of TWIP steels and the resulting deformation mechanisms, paving the way in adapting new high manganese steels for cryogenic applications. © 2022 Elsevier B.V.","Cryogenic deformation; High manganese steel; Neutron diffraction; Stacking fault energy","Alloy steel; Copper alloys; Deformation; Grain boundaries; Manganese steel; Neutrons; Stacking faults; Temperature; Tensile strength; Cryogenic applications; Cryogenic deformation; Fault energy; High manganese steel; High-manganese steels; In-situ neutron diffraction; Lows-temperatures; Micro alloying; Stacking fault energy; TWIP steel; Neutron diffraction","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85130313437"
"Bonfield W.; Edwards B.C.","Bonfield, W. (16490765800); Edwards, B.C. (7202177293)","16490765800; 7202177293","Micro-yielding in a precipitation hardening Cu 1.81 wt % Be 0.28 wt % Co alloy","1975","Journal of Materials Science","10","3","","493","497","3","10.1007/BF00543694","https://www.scopus.com/pages/publications/0016484967?origin=resultslist","The microstrain characteristics of a polycrystalline Cu 1.81 wt % Be 0.28 wt % Co precipitation hardening alloy have been determined for various precipitate conditions. The friction stress derived from measurements of closed hysteresis loops was found to remain constant (∼ 3 MN m-2) for all the conditions investigated. In contrast, the microscopic yield stress (MYS) remained constant (18 to 24 MN m-2) for most ageing conditions, but increased significantly (to 48 to 64 MN m-2) for conditions associated with a high G.P. zone or γ′ precipitate density. © 1975 Chapman and Hall Ltd.","","COPPER AND ALLOYS","Article","Final","","Scopus","2-s2.0-0016484967"
"Feng X.; Huang Y.; Hwang K.-C.","Feng, Xue (7403046980); Huang, Yonggang (7501569901); Hwang, Keh-Chih (7402426543)","7403046980; 7501569901; 7402426543","Size effects in nanoindentation","2008","Micro and Nano Mechanical Testing of Materials and Devices","","","","48","68","2","10.1007/978-0-387-78701-5_2","https://www.scopus.com/pages/publications/84892062347?origin=resultslist","Microindentation hardness experiments have repeatedly shown that the indentation hardness increases with the decrease of indentation depth, i.e., the smaller the harder [3, 5, 9, 30, 31, 37, 43, 51]. On the basis of the Taylor dislocation model [48, 49] and a model of geometrically necessary dislocations (GND) underneath an indenter tip shown in the inset of Fig. 2.1, Nix and Gao established the relation between the microindentation hardness H and the indentation depth h (H/H0)2 =1+ h*/h, (2.1) where h* is a characteristic length on the order of micrometers that depends on the properties of indented material and the indenter angle, and H0 is the indentation hardness for a large indentation depth (e.g., h≫h*) [33]. The above relation predicts a linear relation between H2 and 1/h, which agrees well with the microindentation hardness data for single crystal and polycrystalline copper [31] as shown in Fig. 2.1, as well as for single crystal silver [30]. The nanoindentation hardness data, however, do not follow (2.1) [10, 12, 13, 15, 23, 28, 29, 45, 46]. Here nanoindentation and microindentation typically refer to the indentation depth below and above 100 nm, respectively. As shown in Fig. 2.2, Lim and Chaudhri's nanoindentation hardness data for annealed copper start to deviate from (2.1) (the dotted straight line of the Nix-Gao model for annealed copper (Figure presented) in Fig. 2.2) when the indentation depth h is on the order of 100 nm [28]. Even though the indentation hardness continues to increase as h decreases, the hardness data are significantly lower than the straight line predicted by [34]. Swadener et al. also showed that the nanoindentation hardness data for annealed iridium are smaller than that given by (2.1) when the indentation depth h becomes submicrometer (see the dotted straight line of the Nix-Gao model for iridium in Fig. 2.2) [45]. Recently, Feng and Nix and Elmustafa and Stone found that, once the indentation depth is less than 0.2 μm, (2.1) does not hold in MgO (see the dotted straight line of the Nix-Gao model for MgO in Fig. 2.2) and in annealed a-brass and aluminum, respectively [11, 15]. There are two main factors for the discrepancy between (2.1) and the nanoindentation hardness data. (i) Indenter tip radius. Equation (2.1) holds only for ""sharp,"" pyramid indenters since the effect of indenter tip radius (typically around 50 nm) has not been accounted for [23, 39]. Qu et al. studied pyramid indenters with spherical tips, and found that the finite tip radius indeed gives smaller indentation hardness than (2.1) [39]. Qu et al. also studied spherical indenters, and established an analytic relation between the indentation hardness and indentation depth that is very different from (2.1) [41]. On the basis of the maximum allowable GND density Huang et al. established a model for the effect of finite tip radius in nanoindentation [20, 21]. (ii) Storage volume for GNDs. Equation (2.1) assumes that all GNDs are stored in a hemisphere of radius a, where a is the contact radius of indentation. Such an assumption may not hold in nanoindentation. Swadener et al., Feng and Nix, and Durst et al. proposed to modify this storage volume for GNDs [10, 15, 45]. Huang et al. established a model of nanoindentation based on the maximum allowable GND density [20]. Other factors may also contribute to the discrepancy between (2.1) and nanoindentation hardness data, such as the intrinsic lattice resistance or friction stress [38], surface roughness [29, 52], and long-range stress associated with GNDs [13, 14]. The objective of this chapter is to review the analytic models based on the maximum allowable GND density to study the nanoindentation size effect, and validate them by comparing with the experiments. The analytical models give simple relations between the indentation hardness H and the indentation depth h or contact radius in nanoindentation. This chapter is outlined as follows. The Taylor dislocation model [48, 49], which has been widely used to explain the indentation size effect, is summarized in Sect. 2.2. The conventional theory of mechanism-based strain gradient plasticity established from the Taylor dislocation model is reviewed in Sect. 2.3. Sections 2.4 and 2.5 review the nanoindentation models for the sharp, conical indenters and for spherical indenters, respectively. © Springer Science+Business Media, LLC, 2008.","","","Book chapter","Final","","Scopus","2-s2.0-84892062347"
"Gao Y.-Q.; Wang Z.-M.; Whang S.H.","Gao, Yi-Qun (56163884100); Wang, Zhong-Min (55719723300); Whang, Sung H. (7006161803)","56163884100; 55719723300; 7006161803","Deformation behavior in L10-type FePt compound","1995","Materials Science and Engineering A","192-193","PART 1","","53","58","8","10.1016/0921-5093(94)03203-3","https://www.scopus.com/pages/publications/0029252124?origin=resultslist","Compressive deformation of L10-type FePt compound was performed from room temperature to 873 K in a protective atmosphere. The results show that the yield stress decreases monotonically with increasing temperature. The strain rate sensitivity parameter changes with temperature similarly to that of silver and copper, and does not exhibit a ""near-zero"" phenomenon. This indicates that the temperature-dependent deformation in the studied temperature range is similar to taht of f.c.c. metals, and very different from that of L10 TiAl. The deformation structure investigated by transmission electron microscopy shows that twinning and slip are the two major deformation mechanisms. The twin system was identified as {111}〈112] type. No pseudotwinning was found in this alloy as was the case in TiAl. Two different types of dislocations with Burgers' vectors of ( 1 2)〈110] and 〈101] were identified. The morphology of these dislocations indicates that the dislocations do not experience a high Peierls' stress as seen in TiAl. No self-dissociation of super-dislocations or antiphase boundary cross-slip onto cube planes was observed under weak beam conditions. © 1995.","Deformation; Iron; Platinum","Deformation; Dislocations (crystals); Iron; Metallographic microstructure; Morphology; Platinum; Strain; Thermal effects; Transmission electron microscopy; Twinning; Yield stress; Burger vectors; Compressive deformation; Face centered cubic metals; Iron alloys","Article","Final","","Scopus","2-s2.0-0029252124"
"Giacometti E.; Guyot P.; Baluc N.; Bonneville J.","Giacometti, E. (6601982094); Guyot, P. (59569642600); Baluc, N. (7003758619); Bonneville, J. (7102564567)","6601982094; 59569642600; 7003758619; 7102564567","Plastic behaviour of icosahedral Al-Cu-Fe quasicrystals: Experiment and modelling","2001","Materials Science and Engineering: A","319-321","","","429","433","14","10.1016/S0921-5093(01)01084-X","https://www.scopus.com/pages/publications/0035705513?origin=resultslist","Constant strain-rate and creep tests have been performed on poly-quasicrystalline specimens of the icosahedral Al-Cu-Fe system. Three temperatures (870, 960 and 1000 K) have been investigated by creep for samples predeformed at constant strain-rate before and beyond the upper yield stress, over the stress range 30-320 MPa. The influence of the creep stress level and plastic strain amount on the stress-strain curve has also been studied when the samples are deformed again at constant strain rate. Depending on temperature, stress and initial predeformation states, single or two-stage creep curves have been observed. When performed before the upper yield stress, in the high work-hardening portion of the stress-strain curve, only a primary stage of continuous decreasing creep rate is observed. At higher stresses, close to the upper yield stress, the primary stage is followed by a second stage of work-softening leading to an increasing strain-rate. The shape of the constant strain-rate and creep curves, as well as the transients observed when creep is switched-back to constant strain-rate conditions, are in fair agreement with the predictions of the dislocation model recently proposed by Guyot and Canova on the basis of an irreversible strain dependent friction stress [P. Guyol, G. Canova, Phil. Mag. A 79 (1999) 2815]. © 2001 Elsevier Science B.V. All rights reserved.","Creep; Icosahedral quasicrystals; Mechanical properties; Modelling","Aluminum; Copper; Creep; crystal; Iron; mechanical property; Plasticity; Aluminum compounds; Creep testing; Friction; Plastic deformation; Strain hardening; Strain rate; Thermal effects; Yield stress; Stress-strain curves; Quasicrystals","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-0035705513"
